"Entity","Month","Total_lockdown_length","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","Region","Sub.region","Indicator","n_missing","Violence_Value","norm_lockdown","norm_income","norm_workplace","norm_death","norm_violence","Month_date"
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,4,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.398117901202054,2020-02-01
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,163,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.311559271223109,2020-02-01
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,360,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.204313673073096,2020-02-01
"sweden","2020-02",0,0,0,0,0,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1309,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,0.312316137304381,2020-02-01
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1915,-0.659551495314433,0.79699799053086,-0.704220151868353,-0.0134068352655149,0.642218840243002,2020-03-01
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,5,-0.659551495314433,0.79699799053086,-0.704220151868353,-0.0134068352655149,-0.397573507302816,2020-03-01
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,158,-0.659551495314433,0.79699799053086,-0.704220151868353,-0.0134068352655149,-0.314281240719303,2020-03-01
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,419,-0.659551495314433,0.79699799053086,-0.704220151868353,-0.0134068352655149,-0.172194433018016,2020-03-01
"sweden","2020-03",7,7,27.08040211,42,16,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1333,-0.659551495314433,0.79699799053086,-0.704220151868353,-0.0134068352655149,0.325381590886109,2020-03-01
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1864,0.982396268872086,1.51394814795163,-0.235822799933775,2.35184252816749,0.614454751381831,2020-04-01
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,8,0.982396268872086,1.51394814795163,-0.235822799933775,2.35184252816749,-0.3959403256051,2020-04-01
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,118,0.982396268872086,1.51394814795163,-0.235822799933775,2.35184252816749,-0.336056996688849,2020-04-01
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,404,0.982396268872086,1.51394814795163,-0.235822799933775,2.35184252816749,-0.180360341506595,2020-04-01
"sweden","2020-04",30,30,239.6234136,60,30,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1334,0.982396268872086,1.51394814795163,-0.235822799933775,2.35184252816749,0.325925984785347,2020-04-01
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,2061,1.05378530209759,1.59360927655394,-0.202365846224162,1.57191508083454,0.721700349531844,2020-05-01
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,8,1.05378530209759,1.59360927655394,-0.202365846224162,1.57191508083454,-0.3959403256051,2020-05-01
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,171,1.05378530209759,1.59360927655394,-0.202365846224162,1.57191508083454,-0.3072041200292,2020-05-01
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,442,1.05378530209759,1.59360927655394,-0.202365846224162,1.57191508083454,-0.159673373335527,2020-05-01
"sweden","2020-05",31,31,169.5385714,62,31,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1440,1.05378530209759,1.59360927655394,-0.202365846224162,1.57191508083454,0.383631738104644,2020-05-01
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,2161,0.982396268872086,1.51394814795163,-0.235822799933775,0.619024130116508,0.776139739455709,2020-06-01
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,7,0.982396268872086,1.51394814795163,-0.235822799933775,0.619024130116508,-0.396484719504339,2020-06-01
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,156,0.982396268872086,1.51394814795163,-0.235822799933775,0.619024130116508,-0.31537002851778,2020-06-01
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,476,0.982396268872086,1.51394814795163,-0.235822799933775,0.619024130116508,-0.141163980761413,2020-06-01
"sweden","2020-06",30,30,83.9111042,60,30,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1522,0.982396268872086,1.51394814795163,-0.235822799933775,0.619024130116508,0.428272037842213,2020-06-01
"sweden","2020-07",31,31,25.17333105,62,31,"Europe","Northern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",1,1967,1.05378530209759,1.59360927655394,-0.202365846224162,-0.0346293566698412,0.670527323003411,2020-07-01
"sweden","2020-07",31,31,25.17333105,62,31,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Male victims",1,11,1.05378530209759,1.59360927655394,-0.202365846224162,-0.0346293566698412,-0.394307143907384,2020-07-01
"sweden","2020-07",31,31,25.17333105,62,31,"Europe","Northern Europe","Sexual violence by IPFM* (domestic violence): Female victims",1,163,1.05378530209759,1.59360927655394,-0.202365846224162,-0.0346293566698412,-0.311559271223109,2020-07-01
"sweden","2020-07",31,31,25.17333105,62,31,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Male victims",1,358,1.05378530209759,1.59360927655394,-0.202365846224162,-0.0346293566698412,-0.205402460871573,2020-07-01
"sweden","2020-07",31,31,25.17333105,62,31,"Europe","Northern Europe","Physical asault by IPFM* (domestic violence): Female victims",1,1435,1.05378530209759,1.59360927655394,-0.202365846224162,-0.0346293566698412,0.380909768608451,2020-07-01
"uruguay","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,294,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.240243670422847,2020-01-01
"uruguay","2020-01",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,389,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.188526249995175,2020-01-01
"uruguay","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,289,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.24296563991904,2020-02-01
"uruguay","2020-02",0,0,0,0,0,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,288,-1.15927472789294,-0.875885710117612,-1.23953141122216,-0.314766561954062,-0.243510033818278,2020-02-01
"uruguay","2020-03",19,19,0,14,17,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,282,0.197116903391577,-0.318257809901454,-0.670763198158741,-0.314766561954062,-0.24677639721371,2020-03-01
"uruguay","2020-03",19,19,0,14,17,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,323,0.197116903391577,-0.318257809901454,-0.670763198158741,-0.314766561954062,-0.224456247344926,2020-03-01
"uruguay","2020-04",30,41,4.42365234,30,30,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,294,0.982396268872086,0.319031218917011,-0.235822799933775,-0.265538686580112,-0.240243670422847,2020-04-01
"uruguay","2020-04",30,41,4.42365234,30,30,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,283,0.982396268872086,0.319031218917011,-0.235822799933775,-0.265538686580112,-0.246232003314472,2020-04-01
"uruguay","2020-05",31,31,2.06437106,31,31,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,257,1.05378530209759,0.358861783218165,-0.202365846224162,-0.291793553802325,-0.260386244694677,2020-05-01
"uruguay","2020-05",31,31,2.06437106,31,31,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,281,1.05378530209759,0.358861783218165,-0.202365846224162,-0.291793553802325,-0.247320791112949,2020-05-01
"uruguay","2020-06",30,30,1.4745508,30,30,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,248,0.982396268872086,0.319031218917011,-0.235822799933775,-0.298357269940179,-0.265285789787824,2020-06-01
"uruguay","2020-06",30,30,1.4745508,30,30,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,255,0.982396268872086,0.319031218917011,-0.235822799933775,-0.298357269940179,-0.261475032493154,2020-06-01
"uruguay","2020-07",9,9,2.35928128,32,31,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,202,-0.516773428863431,0.398692347519319,-0.202365846224162,-0.288511694731849,-0.290327909152802,2020-07-01
"uruguay","2020-07",9,9,2.35928128,32,31,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,255,-0.516773428863431,0.398692347519319,-0.202365846224162,-0.288511694731849,-0.261475032493154,2020-07-01
"uruguay","2020-08",1,1,2.65419142,62,31,"Americas","Latin America and the Caribbean","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",0,242,-1.08788569466744,1.59360927655394,-0.202365846224162,-0.285229836551639,-0.268552153183256,2020-08-01
"uruguay","2020-08",1,1,2.65419142,62,31,"Americas","Latin America and the Caribbean","Physical asault by IPFM* (domestic violence): Female victims",0,268,-1.08788569466744,1.59360927655394,-0.202365846224162,-0.285229836551639,-0.254397911803051,2020-08-01
