"Entity","Month","Total_lockdown_length","Total_stay_at_home_requirements","Lockdown_severity","Monthly_death_rates_per_million_people","Monthly_income_support","Monthly_workplace_closures_severity","previous_month_connected_lockdown","long_lockdown","Region","Sub.region","Indicator","Violence_Value","Population","Violence_per_million_people","lockdown_intensity_per_day","dv_percent_change_prev","pre_march_avg_dv","dv_percent_change_baseline","lag_deaths_per_million","lag_violence"
"croatia","2020-07",0,31,31,9.4702107,62,62,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",16,4100719,3.90175478983076,1,-0.157894736842106,6.58421120783941,-0.407407407407407,9.4702107,60.9649185911056
"croatia","2020-07",0,31,31,9.4702107,62,62,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",55,4100719,13.4122820900432,1,-0.236111111111112,8.43754473300902,0.589595375722539,9.4702107,3.90175478983076
"croatia","2020-07",0,31,31,9.4702107,62,62,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",190,4100719,46.3333381292403,1,-0.10377358490566,33.2136876484343,0.395007342143908,9.4702107,13.4122820900432
"croatia","2020-08",0,31,31,10.2380658,62,62,0,0,"Europe","Southern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",295,4100719,71.9386039375046,1,0.18,45.2115836271639,0.591154261057173,9.4702107,46.3333381292403
"croatia","2020-08",0,31,31,10.2380658,62,62,0,0,"Europe","Southern Europe","Sexual violence by IPFM* (domestic violence): Female victims",13,4100719,3.17017576673749,1,-0.187500000000001,6.58421120783941,-0.518518518518519,10.2380658,71.9386039375046
"croatia","2020-08",0,31,31,10.2380658,62,62,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Male victims",65,4100719,15.8508788336875,1,0.181818181818188,8.43754473300902,0.87861271676301,10.2380658,3.17017576673749
"croatia","2020-08",0,31,31,10.2380658,62,62,0,0,"Europe","Southern Europe","Physical asault by IPFM* (domestic violence): Female victims",217,4100719,52.9175493370797,1,0.142105263157894,33.2136876484343,0.593245227606463,10.2380658,15.8508788336875
"czechia","2019-10",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,10701777,NA,0,0,63.4240463055809,NA,0,0
"czechia","2019-10",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",NA,10701777,NA,0,0,2.17253639278785,NA,0,0
"czechia","2019-10",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",NA,10701777,NA,0,0,14.7639032284078,NA,0,0
"czechia","2019-10",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",NA,10701777,NA,0,0,33.4991095404063,NA,0,0
"czechia","2019-10",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",NA,10701777,NA,0,0,12.988497143979,NA,0,0
"czechia","2019-11",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",444,10701777,41.4884369203358,0,0,63.4240463055809,-0.34585635359116,0,0
"czechia","2019-11",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",8,10701777,0.747539403970014,0,0,2.17253639278785,-0.655913978494624,0,41.4884369203358
"czechia","2019-11",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",56,10701777,5.2327758277901,0,0,14.7639032284078,-0.645569620253164,0,0.747539403970014
"czechia","2019-11",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",313,10701777,29.2474791803268,0,0,33.4991095404063,-0.126917712691771,0,5.2327758277901
"czechia","2019-11",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",67,10701777,6.26064250824886,0,0,12.988497143979,-0.517985611510792,0,29.2474791803268
"czechia","2019-12",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",928,10701777,86.7145708605216,0,1.09009009009009,63.4240463055809,0.367219152854512,0,6.26064250824886
"czechia","2019-12",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",39,10701777,3.64425459435382,0,3.875,2.17253639278785,0.67741935483871,0,86.7145708605216
"czechia","2019-12",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",292,10701777,27.2851882449055,0,4.21428571428571,14.7639032284078,0.848101265822784,0,3.64425459435382
"czechia","2019-12",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",408,10701777,38.1245096024707,0,0.303514376996805,33.4991095404063,0.138075313807531,0,27.2851882449055
"czechia","2019-12",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",189,10701777,17.6606184187916,0,1.82089552238807,12.988497143979,0.359712230215829,0,38.1245096024707
"czechia","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",720,10701777,67.2785463573012,0,-0.224137931034483,63.4240463055809,0.0607734806629828,0,17.6606184187916
"czechia","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",27,10701777,2.5229454883988,0,-0.307692307692307,2.17253639278785,0.161290322580646,0,67.2785463573012
"czechia","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",148,10701777,13.8294789734453,0,-0.493150684931505,14.7639032284078,-0.0632911392405034,0,2.5229454883988
"czechia","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",381,10701777,35.6015641140719,0,-0.0661764705882355,33.4991095404063,0.0627615062761501,0,13.8294789734453
"czechia","2020-01",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",164,10701777,15.3245577813853,0,-0.132275132275132,12.988497143979,0.179856115107915,0,35.6015641140719
"czechia","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",623,10701777,58.2146310841648,0,-0.134722222222222,63.4240463055809,-0.0821362799263355,0,15.3245577813853
"czechia","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",19,10701777,1.77540608442878,0,-0.296296296296298,2.17253639278785,-0.182795698924733,0,58.2146310841648
"czechia","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",136,10701777,12.7081698674902,0,-0.0810810810810865,14.7639032284078,-0.139240506329116,0,1.77540608442878
"czechia","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",332,10701777,31.0228852647556,0,-0.128608923884513,33.4991095404063,-0.0739191073919101,0,12.7081698674902
"czechia","2020-02",0,0,0,0,0,0,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",136,10701777,12.7081698674902,0,-0.170731707317076,12.988497143979,-0.0215827338129522,0,31.0228852647556
"czechia","2020-03",17,17,34,2.623400814,2,56,0,17,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",406,10701777,37.9376247514782,2,-0.348314606741573,63.4240463055809,-0.401841620626151,0,12.7081698674902
"czechia","2020-03",17,17,34,2.623400814,2,56,0,17,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",7,10701777,0.654096978473762,2,-0.63157894736842,2.17253639278785,-0.698924731182796,2.623400814,37.9376247514782
"czechia","2020-03",17,17,34,2.623400814,2,56,0,17,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",90,10701777,8.40981829466265,2,-0.338235294117646,14.7639032284078,-0.430379746835443,2.623400814,0.654096978473762
"czechia","2020-03",17,17,34,2.623400814,2,56,0,17,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",218,10701777,20.3704487581829,2,-0.343373493975903,33.4991095404063,-0.391910739191073,2.623400814,8.40981829466265
"czechia","2020-03",17,17,34,2.623400814,2,56,0,17,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",91,10701777,8.50326072015891,2,-0.330882352941174,12.988497143979,-0.345323741007194,2.623400814,20.3704487581829
"czechia","2020-04",20,30,50,19.300734654,60,79,1,37,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",354,10701777,33.0786186256731,1.66666666666667,-0.12807881773399,63.4240463055809,-0.478453038674033,2.623400814,8.50326072015891
"czechia","2020-04",20,30,50,19.300734654,60,79,1,37,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",8,10701777,0.747539403970014,1.66666666666667,0.142857142857143,2.17253639278785,-0.655913978494624,19.300734654,33.0786186256731
"czechia","2020-04",20,30,50,19.300734654,60,79,1,37,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",62,10701777,5.7934303807676,1.66666666666667,-0.311111111111111,14.7639032284078,-0.607594936708861,19.300734654,0.747539403970014
"czechia","2020-04",20,30,50,19.300734654,60,79,1,37,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",206,10701777,19.2491396522278,1.66666666666667,-0.0550458715596368,33.4991095404063,-0.425383542538356,19.300734654,5.7934303807676
"czechia","2020-04",20,30,50,19.300734654,60,79,1,37,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",78,10701777,7.28850918870763,1.66666666666667,-0.142857142857144,12.988497143979,-0.43884892086331,19.300734654,19.2491396522278
"czechia","2020-05",0,31,31,7.870202524,62,55,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,10701777,NA,1,0,63.4240463055809,NA,19.300734654,7.28850918870763
"czechia","2020-05",0,31,31,7.870202524,62,55,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",NA,10701777,NA,1,0,2.17253639278785,NA,7.870202524,0
"czechia","2020-05",0,31,31,7.870202524,62,55,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",NA,10701777,NA,1,0,14.7639032284078,NA,7.870202524,0
"czechia","2020-05",0,31,31,7.870202524,62,55,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",NA,10701777,NA,1,0,33.4991095404063,NA,7.870202524,0
"czechia","2020-05",0,31,31,7.870202524,62,55,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",NA,10701777,NA,1,0,12.988497143979,NA,7.870202524,0
"czechia","2020-06",0,0,0,2.623400778,60,30,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,10701777,NA,0,0,63.4240463055809,NA,7.870202524,0
"czechia","2020-06",0,0,0,2.623400778,60,30,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",NA,10701777,NA,0,0,2.17253639278785,NA,2.623400778,0
"czechia","2020-06",0,0,0,2.623400778,60,30,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",NA,10701777,NA,0,0,14.7639032284078,NA,2.623400778,0
"czechia","2020-06",0,0,0,2.623400778,60,30,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",NA,10701777,NA,0,0,33.4991095404063,NA,2.623400778,0
"czechia","2020-06",0,0,0,2.623400778,60,30,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",NA,10701777,NA,0,0,12.988497143979,NA,2.623400778,0
"czechia","2020-07",0,0,0,3.185558096,62,31,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,10701777,NA,0,0,63.4240463055809,NA,2.623400778,0
"czechia","2020-07",0,0,0,3.185558096,62,31,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",NA,10701777,NA,0,0,2.17253639278785,NA,3.185558096,0
"czechia","2020-07",0,0,0,3.185558096,62,31,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",NA,10701777,NA,0,0,14.7639032284078,NA,3.185558096,0
"czechia","2020-07",0,0,0,3.185558096,62,31,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",NA,10701777,NA,0,0,33.4991095404063,NA,3.185558096,0
"czechia","2020-07",0,0,0,3.185558096,62,31,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",NA,10701777,NA,0,0,12.988497143979,NA,3.185558096,0
"czechia","2020-08",0,0,0,4.309872778,62,31,0,0,"Europe","Eastern Europe","Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences",NA,10701777,NA,0,0,63.4240463055809,NA,3.185558096,0
"czechia","2020-08",0,0,0,4.309872778,62,31,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Male victims",NA,10701777,NA,0,0,2.17253639278785,NA,4.309872778,0
"czechia","2020-08",0,0,0,4.309872778,62,31,0,0,"Europe","Eastern Europe","Sexual violence by IPFM* (domestic violence): Female victims",NA,10701777,NA,0,0,14.7639032284078,NA,4.309872778,0
"czechia","2020-08",0,0,0,4.309872778,62,31,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Male victims",NA,10701777,NA,0,0,33.4991095404063,NA,4.309872778,0
"czechia","2020-08",0,0,0,4.309872778,62,31,0,0,"Europe","Eastern Europe","Physical asault by IPFM* (domestic violence): Female victims",NA,10701777,NA,0,0,12.988497143979,NA,4.309872778,0
"eswatini","2019-10",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",382,1162233,328.677640369874,0,0,343.304655779005,-0.0426065162907277,0,0
"eswatini","2019-10",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",1013,1162233,871.598035849954,0,0,754.23774750846,0.155601186402008,0,328.677640369874
"eswatini","2019-10",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",382,1162233,328.677640369874,0,0,343.304655779005,-0.0426065162907277,0,871.598035849954
"eswatini","2019-10",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",1013,1162233,871.598035849954,0,0,754.23774750846,0.155601186402008,0,328.677640369874
"eswatini","2019-11",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",334,1162233,287.377832155859,0,-0.125654450261778,343.304655779005,-0.162907268170425,0,871.598035849954
"eswatini","2019-11",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",693,1162233,596.26598108985,0,-0.315893385982231,754.23774750846,-0.209445585215606,0,287.377832155859
"eswatini","2019-11",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Male victims",334,1162233,287.377832155859,0,-0.125654450261778,343.304655779005,-0.162907268170425,0,596.26598108985
"eswatini","2019-11",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Physical asault by IPFM* (domestic violence): Female victims",693,1162233,596.26598108985,0,-0.315893385982231,754.23774750846,-0.209445585215606,0,287.377832155859
"eswatini","2019-12",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Male victims",427,1162233,367.396210570514,0,0.278443113772454,343.304655779005,0.0701754385964914,0,596.26598108985
"eswatini","2019-12",0,0,0,0,0,0,0,0,"Africa","Sub-Saharan Africa","Sexual violence by IPFM* (domestic violence): Female victims",795,1162233,684.028073544633,0,0.147186147186147,754.23774750846,-0.0930869267624916,0,367.396210570514
