Entity,Month,Total_lockdown_length,Total_stay_at_home_requirements,Lockdown_severity,Monthly_death_rates_per_million_people,Monthly_income_support,Monthly_workplace_closures_severity,previous_month_connected_lockdown,long_lockdown,Region,Sub.region,Indicator,Violence_Value,Population,Violence_per_million_people,lockdown_intensity_per_day,dv_percent_change_prev,pre_march_avg_dv,dv_percent_change_baseline,lag_deaths_per_million,lag_violence,Month_date,Year,Month_num,pandemic_period,is_pandemic,months_since_pandemic,policy_economic_interaction,policy_health_interaction,cumulative_stress_interaction,prev_lockdown_intensity,lockdown_escalation,economic_support_change,cumulative_lockdown_days,cumulative_deaths,baseline_dv,dv_change_from_baseline,dv_z_score,lockdown_z_score,economic_z_score,policy_response_type,avg_economic_support,avg_lockdown_intensity,high_economic_support,high_lockdown_intensity,policy_combination
spain,2020-07,17,28,45,3.11530792,62,48,0,17,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9377,46757980,200.543308329402,1.60714285714286,0.0279543959658005,163.309022331589,0.227998952331065,11.9176211,155.823669029329,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,99.64285714285732,5.00674487142858,202.5995587,1,0.6071428571428601,2,91,624.880565726,163.3090223315892,22.79989523310648,1.4280122888821807,0.8066994161771752,1.0771838845858712,Economic_Focus,54.5,1.6226958525345616,1,1,High_Lock_High_Econ
sweden,2020-07,0,31,31,25.17333105,62,31,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1967,10110233,194.555357923007,1,-0.0897732531235566,177.048343000601,0.0988826815642457,83.9111042,150.540546394925,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,62,25.17333105,0,1,0,2,0,545.3268223599999,177.0483430006012,9.888268156424571,0.4988397016538438,0.9486832980505138,1.0885903891989424,Quick_Strong,57.2,1,1,0,Low_Lock_High_Econ
uruguay,2020-07,0,9,9,2.35928128,32,31,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,202,3475842,58.1154149124155,1,-0.185483870967742,80.9588007740283,-0.282160625444207,1.4745508,73.3635188250789,2020-07-01,2020,7,late_pandemic,1,4.0078843626806835,32,2.35928128,0,1,0,2,11,10.32185548,80.95880077402826,-28.216062544420694,-2.139105443669524,0.7466107797533064,0.6766904718113071,Quick_Strong,33.166666666666664,1.0611111111111118,1,0,Low_Lock_High_Econ
albania,2020-08,0,31,31,44.20769646,31,62,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,174,2877239,60.4746425305649,1,0.101265822784809,35.2421192678119,0.715976331360948,33.59784928,54.9137558610877,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,31,44.20769646,0,1,0,0,80,97.25693197,35.24211926781194,71.59763313609479,1.7323223908272853,0.20806259464411972,0.5842322235002131,Economic_Focus,34.5,1.5,1,0,Low_Lock_High_Econ
croatia,2020-08,0,31,31,10.2380658,62,62,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,295,4100719,71.9386039375046,1,0.18,45.2115836271639,0.591154261057173,9.4702107,46.3333381292403,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,62,10.2380658,0,1,0,0,52,47.0951024,45.21158362716392,59.11542610571732,1.7067322320431928,0.3030149751950544,1.0597744554384516,Economic_Focus,53.5,1.3870967741935483,1,0,Low_Lock_High_Econ
eswatini,2020-08,17,31,48,41.84193234,0,48,1,144,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM* (domestic violence): Total number of victims,1972,1162233,1696.73378745914,1.54838709677419,0.105381165919283,2195.08480657493,-0.227030417058638,23.79247104,1534.97620528758,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,0,64.787508139354685,404.47200768,2,-0.45161290322581005,0,144,74.65913379999999,2195.084806574928,-22.703041705863896,-0.5228638871769626,0.4918556518466275,NA,Gradual_Moderate,0,1.9247311827956983,0,1,High_Lock_Low_Econ
guatemala,2020-08,31,31,62,48.91351465,31,62,1,163,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,120,17971382,6.67728280440536,2,-0.0909090909090914,4.08427131536128,0.634877384196186,63.87331895,4.50716589297362,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,62,97.8270293,1980.07288745,2,0,0,163,153.85625528,4.084271315361278,63.48773841961856,0.8750550431796225,0.8703882797784893,1.2536855687258035,Economic_Focus,22.166666666666668,2,1,1,High_Lock_High_Econ
iceland,2020-08,0,0,0,0,62,31,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,79,341628,231.245682438208,0,0.025974025974026,234.758275082839,-0.0149625935162077,0,225.391361363823,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,0,0,0,0,0,0,0,26.29351,234.7582750828386,-1.496259351620771,-0.49853604052324496,NA,1.047671136397133,Quick_Strong,54.666666666666664,0,1,0,Low_Lock_High_Econ
latvia,2020-08,0,31,31,1.5948828,0,62,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,12,1882408,6.37481353670405,1,0.2,6.79980110581766,-0.0625000000000003,0.5316276,6.90604799809606,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,0,1.5948828,0,1,0,0,0,18.0753381,6.7998011058176555,-6.250000000000035,-0.1685499656158125,0.8703882797784893,-0.5447490084556729,Gradual_Moderate,20.666666666666668,1,0,0,Low_Lock_Low_Econ
lithuania,2020-08,0,25,25,2.1300222,62,25,0,0,Europe,Northern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,817,2715340,300.883130657671,1,0.0778364116094999,235.918890452024,0.275366843584141,2.1300222,319.297030942718,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,62,2.1300222,0,0,1,0,0,24.495255399999998,235.91889045202439,27.536684358414078,1.1728656308519414,1.044465935734187,1.1397182486041986,Quick_Strong,49,0.8333333333333334,1,0,Low_Lock_High_Econ
mongolia,2020-08,0,0,0,0,27,62,0,0,Asia,Eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,17,3287242,5.17150851686611,0,-0.320000000000001,6.75338171026045,-0.234234234234235,0,4.25888936683092,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,0,0,0,0,0,27,0,0,6.753381710260454,-23.423423423423472,-0.5373186100548634,-0.8703882797784892,3.0151134457776365,Gradual_Moderate,4.5,0.5,0,0,Low_Lock_Low_Econ
myanmar,2020-08,31,31,62,0,0,62,1,140,Asia,South-eastern Asia,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,18,54473253,0.330437398331985,2,-0.581395348837209,0.345123504924518,-0.0425531914893622,0,0.789378229348631,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,0,0,0,2,0,0,140,0.11161391400000001,0.3451235049245178,-4.255319148936216,-0.7255026940492255,1.112098354214085,-0.3618136134933164,Gradual_Moderate,3,1.6049382716049383,0,1,High_Lock_Low_Econ
namibia,2020-08,0,31,31,24.91671995,0,62,0,0,Africa,Sub-Saharan Africa,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,177,2548663,69.4481773384712,1,0.134615384615385,89.3017240804296,-0.22231985940246,3.11459,43.5522468054819,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,0,24.91671995,0,1,0,0,41,28.03130995,89.30172408042962,-22.231985940246037,-0.06440305736240434,0.32089036396722065,-0.30151134457776363,Gradual_Moderate,0.3333333333333333,1.3655913978494616,0,0,Low_Lock_Low_Econ
new zealand,2020-08,19,19,38,0,62,58,0,19,Oceania,Australia and New Zealand,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,631,4829021,130.668307302867,2,-0.195153061224495,221.53558661269,-0.410170125257059,0,128.804575502985,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,124,0,0,0,2,0,71,4.2870949,221.5355866126902,-41.01701252570591,-1.7649520842647946,1.3057433940126726,1.0276450042225345,Economic_Focus,56,1.3030303030303032,1,1,High_Lock_High_Econ
peru,2020-08,31,31,62,539.620444,31,62,1,170,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,7799,33050211,235.974287728451,2,0.0217476745709453,347.785979339134,-0.321495684855233,538.335923,5.56728669599114,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,62,1079.240888,16688.413613,2,0,0,170,2182.469562139,347.7859793391336,-32.149568485523275,-0.407575683040539,0.5614027610078512,1.0216255563276968,Minimal_Response,28.166666666666668,2.3576850094876667,1,1,High_Lock_High_Econ
poland,2020-08,0,0,0,8.440645688,31,62,0,0,Europe,Eastern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,1148,37839255,30.3388637012013,0,0.042688465031789,37.2681756022945,-0.185931073606581,6.903614556,7.58471592530033,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,0,0,0,0,0,0,20,52.962446706,37.268175602294505,-18.593107360658095,-0.4334132336035752,-0.5571198220350404,1.0332643588196568,Economic_Focus,27.833333333333332,0.7722222222222217,1,0,Low_Lock_High_Econ
serbia,2020-08,0,31,31,21.4984977,62,62,0,0,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,451,8731081,51.6545431201474,1,0.00222222222222057,53.2809167616244,-0.0305245055889946,42.84974636,51.5400097651139,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,62,21.4984977,0,1,0,29,53,104.6947392,53.28091676162436,-3.0524505588994613,0.15454563311000416,0.06439560263337261,2.117559134318077,Economic_Focus,31.166666666666668,1.7017710309930434,1,0,Low_Lock_High_Econ
spain,2020-08,9,31,40,23.8979657,62,62,1,26,Europe,Southern Europe,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,9056,46757980,193.678170015043,1.29032258064516,-0.0342326970246381,163.309022331589,0.185961236249342,3.11530792,162.17552597439,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,79.99999999999991,30.836084774193516,28.037771279999998,1.60714285714286,-0.31682027649770017,0,100,648.778531426,163.3090223315892,18.596123624934247,1.1349739096154035,0.4527299160414082,1.0771838845858712,Economic_Focus,54.5,1.6226958525345616,1,1,High_Lock_High_Econ
uruguay,2020-08,0,1,1,2.65419142,62,31,0,0,Americas,Latin America and the Caribbean,Sexual violence or physical assault by IPFM*  (domestic violence): Total number of offences,242,3475842,69.623417865369,1,0.198019801980197,80.9588007740283,-0.14001421464108,2.35928128,73.3635188250789,2020-08-01,2020,8,late_pandemic,1,5.026281208935611,62,2.65419142,0,1,0,30,11,12.9760469,80.95880077402826,-14.001421464108036,-0.8134626335081321,0.7466107797533064,2.1362189404239302,Quick_Strong,33.166666666666664,1.0611111111111118,1,0,Low_Lock_High_Econ
